"samp_size","model","dim","num_bs_samples","nrm_typ","test_type","proc_type","xcor","rej_conf","ub","lb","min_pval","max_pval","rej_rate"
100,4,100,300,"cauchy","DE3JN","mag",0.5,"0.2154 (0.2041, 0.2271)",0.2271,0.2041,5.65895442926623e-05,0.999787091241268,0.2154
100,4,50,300,"cauchy","DE3JN","mag",0.5,"0.1948 (0.1839, 0.2061)",0.2061,0.1839,4.12880368407809e-05,0.999789214527306,0.1948
200,1,10,300,"cauchy","DE3JN","mag",0.5,"0.062 (0.0555, 0.069)",0.069,0.0555,0.000129858863645138,0.999829641282798,0.062
200,1,100,300,"cauchy","DE3JN","mag",0.5,"0.0724 (0.0654, 0.0799)",0.0799,0.0654,0.000435925113863256,0.999934831004786,0.0724
200,1,50,300,"cauchy","DE3JN","mag",0.5,"0.0668 (0.06, 0.0741)",0.0741,0.06,0.000399702603110841,0.999709523854815,0.0668
200,2,10,300,"cauchy","DE3JN","mag",0.5,"0.7888 (0.7772, 0.8)",0.8,0.7772,1.54431278875933e-09,0.997314491166249,0.7888
200,2,100,300,"cauchy","DE3JN","mag",0.5,"0.6936 (0.6806, 0.7064)",0.7064,0.6806,1.55018235692417e-07,0.99958092000294,0.6936
200,2,50,300,"cauchy","DE3JN","mag",0.5,"0.7246 (0.712, 0.7369)",0.7369,0.712,6.33510399694615e-09,0.997560662169729,0.7246
200,3,10,300,"cauchy","DE3JN","mag",0.5,"0.2958 (0.2832, 0.3087)",0.3087,0.2832,1.41227742322947e-06,0.999708680948263,0.2958
200,3,100,300,"cauchy","DE3JN","mag",0.5,"0.1244 (0.1154, 0.1339)",0.1339,0.1154,1.52903572130381e-05,0.999309076793974,0.1244
200,3,50,300,"cauchy","DE3JN","mag",0.5,"0.1498 (0.14, 0.16)",0.16,0.14,1.7115893561348e-05,0.999799976932852,0.1498
200,4,10,300,"cauchy","DE3JN","mag",0.5,"0.3112 (0.2984, 0.3242)",0.3242,0.2984,1.06520398317489e-05,0.999820340520903,0.3112
200,4,100,300,"cauchy","DE3JN","mag",0.5,"0.3364 (0.3233, 0.3497)",0.3497,0.3233,1.99685084492085e-05,0.999462560729827,0.3364
200,4,50,300,"cauchy","DE3JN","mag",0.5,"0.3176 (0.3047, 0.3307)",0.3307,0.3047,9.89502986648017e-06,0.999688569672406,0.3176
500,1,10,300,"cauchy","DE3JN","mag",0.5,"0.062 (0.0555, 0.069)",0.069,0.0555,4.13045197185102e-05,0.999998206598651,0.062
500,1,100,300,"cauchy","DE3JN","mag",0.5,"0.064 (0.0574, 0.0711)",0.0711,0.0574,0.000169855888755066,0.99986186498951,0.064
500,1,50,300,"cauchy","DE3JN","mag",0.5,"0.065 (0.0583, 0.0722)",0.0722,0.0583,3.9313897833404e-05,0.99947146017369,0.065
500,2,10,300,"cauchy","DE3JN","mag",0.5,"0.9974 (0.9956, 0.9986)",0.9986,0.9956,1.35447209004269e-14,0.284738182334126,0.9974
500,2,100,300,"cauchy","DE3JN","mag",0.5,"0.9878 (0.9844, 0.9907)",0.9907,0.9844,7.58282325818982e-13,0.9955891922943,0.9878
500,2,50,300,"cauchy","DE3JN","mag",0.5,"0.9934 (0.9907, 0.9955)",0.9955,0.9907,2.22044604925031e-14,0.92878749997664,0.9934
500,3,10,300,"cauchy","DE3JN","mag",0.5,"0.7978 (0.7864, 0.8089)",0.8089,0.7864,1.05488172641444e-07,0.999728283074713,0.7978
500,3,100,300,"cauchy","DE3JN","mag",0.5,"0.2532 (0.2412, 0.2655)",0.2655,0.2412,1.55315612371254e-07,0.999520359510181,0.2532
500,3,50,300,"cauchy","DE3JN","mag",0.5,"0.338 (0.3249, 0.3513)",0.3513,0.3249,1.23990359945925e-06,0.999963319624617,0.338
500,4,10,300,"cauchy","DE3JN","mag",0.5,"0.6472 (0.6338, 0.6605)",0.6605,0.6338,6.85976893732843e-07,0.999704672849505,0.6472
500,4,100,300,"cauchy","DE3JN","mag",0.5,"0.6578 (0.6445, 0.671)",0.671,0.6445,3.39062141918589e-07,0.999851025126585,0.6578
500,4,50,300,"cauchy","DE3JN","mag",0.5,"0.6362 (0.6227, 0.6496)",0.6496,0.6227,2.76800287357659e-07,0.999916579188293,0.6362
