samp_size,model,dim,num_bs_samples,nrm_typ,test_type,proc_type,xcor,rej_conf,ub,lb,min_pval,max_pval,rej_rate
100,3,50,250,cauchy,DE2,mag,0.5,"0.1168 (0.108, 0.126)",0.126,0.108,6.86E-12,0.999691415,0.1168
100,4,10,250,cauchy,DE2,mag,0.5,"0.2893 (0.2768, 0.3021)",0.3021,0.2768,2.22E-16,0.99976845,0.2893
100,4,100,250,cauchy,DE2,mag,0.5,"0.3129 (0.3, 0.3259)",0.3259,0.3,6.66E-16,0.999630419,0.3129
100,4,50,250,cauchy,DE2,mag,0.5,"0.3133 (0.3004, 0.3263)",0.3263,0.3004,0,0.999123336,0.3133
200,1,10,250,cauchy,DE2,mag,0.5,"0.0616 (0.0551, 0.0686)",0.0686,0.0551,1.88E-05,0.999999651,0.0616
200,1,100,250,cauchy,DE2,mag,0.5,"0.0884 (0.0807, 0.0966)",0.0966,0.0807,8.64E-08,0.999569318,0.0884
200,1,50,250,cauchy,DE2,mag,0.5,"0.084 (0.0765, 0.092)",0.092,0.0765,4.51E-07,0.999550074,0.084
200,2,10,250,cauchy,DE2,mag,0.5,"0.709 (0.6962, 0.7216)",0.7216,0.6962,2.22E-16,0.999463932,0.709
200,2,100,250,cauchy,DE2,mag,0.5,"0.6464 (0.633, 0.6597)",0.6597,0.633,2.00E-15,0.999202652,0.6464
200,2,50,250,cauchy,DE2,mag,0.5,"0.662 (0.6487, 0.6751)",0.6751,0.6487,9.99E-16,0.999650694,0.662
200,3,10,250,cauchy,DE2,mag,0.5,"0.2516 (0.2396, 0.2639)",0.2639,0.2396,1.28E-10,0.999976598,0.2516
200,3,100,250,cauchy,DE2,mag,0.5,"0.1362 (0.1268, 0.146)",0.146,0.1268,7.66E-09,0.999779387,0.1362
200,3,50,250,cauchy,DE2,mag,0.5,"0.147 (0.1373, 0.1571)",0.1571,0.1373,1.51E-09,0.999572351,0.147
200,4,10,250,cauchy,DE2,mag,0.5,"0.4963 (0.4824, 0.5103)",0.5103,0.4824,0,0.999676472,0.4963
200,4,100,250,cauchy,DE2,mag,0.5,"0.5048 (0.4908, 0.5187)",0.5187,0.4908,0,0.999247211,0.5048
200,4,50,250,cauchy,DE2,mag,0.5,"0.5197 (0.5057, 0.5336)",0.5336,0.5057,0,0.998738698,0.5197
500,1,10,250,cauchy,DE2,mag,0.5,"0.062 (0.0555, 0.069)",0.069,0.0555,8.18E-08,0.999646441,0.062
500,1,100,250,cauchy,DE2,mag,0.5,"0.0812 (0.0738, 0.0891)",0.0891,0.0738,3.34E-07,0.999681045,0.0812
500,1,50,250,cauchy,DE2,mag,0.5,"0.0754 (0.0682, 0.0831)",0.0831,0.0682,5.43E-08,0.999711061,0.0754
500,2,10,250,cauchy,DE2,mag,0.5,"0.9844 (0.9806, 0.9876)",0.9876,0.9806,2.22E-16,0.965066088,0.9844
500,2,100,250,cauchy,DE2,mag,0.5,"0.9596 (0.9538, 0.9649)",0.9649,0.9538,8.88E-16,0.983614781,0.9596
500,2,50,250,cauchy,DE2,mag,0.5,"0.9664 (0.961, 0.9712)",0.9712,0.961,9.99E-16,0.998645906,0.9664
500,3,10,250,cauchy,DE2,mag,0.5,"0.5414 (0.5275, 0.5553)",0.5553,0.5275,2.03E-09,0.999334398,0.5414
500,3,100,250,cauchy,DE2,mag,0.5,"0.2184 (0.207, 0.2301)",0.2301,0.207,3.87E-10,0.999967846,0.2184
500,3,50,250,cauchy,DE2,mag,0.5,"0.2748 (0.2625, 0.2874)",0.2874,0.2625,1.42E-10,0.999388839,0.2748
500,4,10,250,cauchy,DE2,mag,0.5,"0.8488 (0.8386, 0.8586)",0.8586,0.8386,0,0.994008648,0.8488
500,4,100,250,cauchy,DE2,mag,0.5,"0.8554 (0.8454, 0.8651)",0.8651,0.8454,0,0.999954537,0.8554
500,4,50,250,cauchy,DE2,mag,0.5,"0.8583 (0.8483, 0.8678)",0.8678,0.8483,0,0.995604347,0.8583
