samp_size,model,dim,num_bs_samples,nrm_typ,test_type,proc_type,xcor,rej_conf,ub,lb,min_pval,max_pval,rej_rate
200,3,100,250,cauchy,pearson,mag,0.5,"0.8132 (0.8021, 0.8239)",0.8239,0.8021,3.55E-13,0.999869299,0.8132
200,3,100,250,cauchy,pearson,mag,0.8,"0.9078 (0.8994, 0.9157)",0.9157,0.8994,4.44E-16,0.983039946,0.9078
200,3,100,250,cauchy,pearson,mag,0,"0.5978 (0.5841, 0.6114)",0.6114,0.5841,1.58E-12,0.999859958,0.5978
200,3,50,250,cauchy,pearson,mag,0.5,"0.8276 (0.8168, 0.838)",0.838,0.8168,9.99E-16,0.998898207,0.8276
200,3,50,250,cauchy,pearson,mag,0.8,"0.9032 (0.8947, 0.9113)",0.9113,0.8947,2.22E-16,0.997896107,0.9032
200,3,50,250,cauchy,pearson,mag,0,"0.7109 (0.6981, 0.7234)",0.7234,0.6981,2.32E-10,0.999814747,0.7109
100,1,10,250,ZL,pearson,mag,0.5,"0.0565 (0.0503, 0.0632)",0.0632,0.0503,0,1,0.0565
100,1,10,250,ZL,pearson,mag,0.8,"0.0584 (0.0521, 0.0653)",0.0653,0.0521,0,1,0.0584
100,1,10,250,ZL,pearson,mag,0,"0.0633 (0.0568, 0.0704)",0.0704,0.0568,0,0.999,0.0633
100,1,100,250,ZL,pearson,mag,0.5,"0.0653 (0.0587, 0.0724)",0.0724,0.0587,0,0.998,0.0653
100,1,100,250,ZL,pearson,mag,0.8,"0.0626 (0.056, 0.0697)",0.0697,0.056,0,0.999,0.0626
100,1,100,250,ZL,pearson,mag,0,"0.0647 (0.0581, 0.0718)",0.0718,0.0581,0,0.996,0.0647
100,1,50,250,ZL,pearson,mag,0.5,"0.0696 (0.0628, 0.0769)",0.0769,0.0628,0,1,0.0696
100,1,50,250,ZL,pearson,mag,0.8,"0.064 (0.0574, 0.0711)",0.0711,0.0574,0,1,0.064
100,1,50,250,ZL,pearson,mag,0,"0.061 (0.0546, 0.0679)",0.0679,0.0546,0,1,0.061
100,2,10,250,ZL,pearson,mag,0.5,"0.5304 (0.5166, 0.5442)",0.5442,0.5166,0,1,0.5304
100,2,10,250,ZL,pearson,mag,0.8,"0.6416 (0.6281, 0.6549)",0.6549,0.6281,0,1,0.6416
100,2,10,250,ZL,pearson,mag,0,"0.4206 (0.407, 0.4343)",0.4343,0.407,0,0.998,0.4206
100,2,100,250,ZL,pearson,mag,0.5,"0.4659 (0.4521, 0.4797)",0.4797,0.4521,0,1,0.4659
100,2,100,250,ZL,pearson,mag,0.8,"0.5998 (0.5861, 0.6134)",0.6134,0.5861,0,0.991,0.5998
100,2,100,250,ZL,pearson,mag,0,"0.2037 (0.1927, 0.215)",0.215,0.1927,0,0.984,0.2037
100,2,50,250,ZL,pearson,mag,0.5,"0.4761 (0.4623, 0.4899)",0.4899,0.4623,0,0.99,0.4761
100,2,50,250,ZL,pearson,mag,0.8,"0.6216 (0.608, 0.6351)",0.6351,0.608,0,0.99,0.6216
100,2,50,250,ZL,pearson,mag,0,"0.2453 (0.2335, 0.2573)",0.2573,0.2335,0,0.999,0.2453
100,3,10,250,ZL,pearson,mag,0.5,"0.5588 (0.5451, 0.5725)",0.5725,0.5451,0,0.976,0.5588
100,3,10,250,ZL,pearson,mag,0.8,"0.6384 (0.6249, 0.6517)",0.6517,0.6249,0,0.987,0.6384
100,3,10,250,ZL,pearson,mag,0,"0.6825 (0.6696, 0.6953)",0.6953,0.6696,0,0.99,0.6825
100,3,100,250,ZL,pearson,mag,0.5,"0.4567 (0.4429, 0.4705)",0.4705,0.4429,0,0.994,0.4567
100,3,100,250,ZL,pearson,mag,0.8,"0.6127 (0.5875, 0.6374)",0.6374,0.5875,0,0.979,0.6127
100,3,100,250,ZL,pearson,mag,0,"0.2255 (0.2141, 0.2372)",0.2372,0.2141,0,0.981,0.2255
100,3,50,250,ZL,pearson,mag,0.5,"0.4727 (0.459, 0.4866)",0.4866,0.459,0,0.994,0.4727
100,3,50,250,ZL,pearson,mag,0.8,"0.609 (0.5953, 0.6226)",0.6226,0.5953,0,0.994,0.609
100,3,50,250,ZL,pearson,mag,0,"0.3214 (0.3086, 0.3344)",0.3344,0.3086,0,0.978,0.3214
200,1,10,250,ZL,pearson,mag,0.5,"0.052 (0.046, 0.0584)",0.0584,0.046,0,1,0.052
200,1,10,250,ZL,pearson,mag,0.8,"0.0586 (0.0522, 0.0655)",0.0655,0.0522,0,1,0.0586
200,1,10,250,ZL,pearson,mag,0,"0.0494 (0.0436, 0.0557)",0.0557,0.0436,0,1,0.0494
200,1,100,250,ZL,pearson,mag,0.5,"0.0559 (0.0497, 0.0625)",0.0625,0.0497,0,1,0.0559
200,1,100,250,ZL,pearson,mag,0.8,"0.0572 (0.0509, 0.064)",0.064,0.0509,0,1,0.0572
200,1,100,250,ZL,pearson,mag,0,"0.0486 (0.0429, 0.0549)",0.0549,0.0429,0.001,0.999,0.0486
200,1,50,250,ZL,pearson,mag,0.5,"0.0565 (0.0503, 0.0632)",0.0632,0.0503,0.001,1,0.0565
200,1,50,250,ZL,pearson,mag,0.8,"0.0566 (0.0504, 0.0634)",0.0634,0.0504,0,1,0.0566
200,1,50,250,ZL,pearson,mag,0,"0.052 (0.046, 0.0584)",0.0584,0.046,0,1,0.052
200,2,10,250,ZL,pearson,mag,0.5,"0.8294 (0.8188, 0.8396)",0.8396,0.8188,0,0.953,0.8294
200,2,10,250,ZL,pearson,mag,0.8,"0.8948 (0.886, 0.9032)",0.9032,0.886,0,0.991,0.8948
200,2,10,250,ZL,pearson,mag,0,"0.7394 (0.7271, 0.7514)",0.7514,0.7271,0,0.974,0.7394
200,2,100,250,ZL,pearson,mag,0.5,"0.759 (0.747, 0.7707)",0.7707,0.747,0,0.983,0.759
200,2,100,250,ZL,pearson,mag,0.8,"0.877 (0.8676, 0.886)",0.886,0.8676,0,0.917,0.877
200,2,100,250,ZL,pearson,mag,0,"0.501 (0.4872, 0.5148)",0.5148,0.4872,0,0.997,0.501
200,2,50,250,ZL,pearson,mag,0.5,"0.7657 (0.7538, 0.7773)",0.7773,0.7538,0,0.973,0.7657
200,2,50,250,ZL,pearson,mag,0.8,"0.8834 (0.8742, 0.8922)",0.8922,0.8742,0,0.962,0.8834
200,2,50,250,ZL,pearson,mag,0,"0.5849 (0.5712, 0.5985)",0.5985,0.5712,0,0.986,0.5849
200,3,10,250,ZL,pearson,mag,0.5,"0.8631 (0.8534, 0.8725)",0.8725,0.8534,0,0.848,0.8631
200,3,10,250,ZL,pearson,mag,0.8,"0.8966 (0.8878, 0.9049)",0.9049,0.8878,0,0.962,0.8966
200,3,10,250,ZL,pearson,mag,0,"0.9631 (0.9576, 0.9681)",0.9681,0.9576,0,0.59,0.9631
200,3,100,250,ZL,pearson,mag,0.5,"0.7333 (0.7206, 0.7458)",0.7458,0.7206,0,0.963,0.7333
200,3,100,250,ZL,pearson,mag,0.8,"0.8794 (0.8697, 0.8886)",0.8886,0.8697,0,0.953,0.8794
200,3,100,250,ZL,pearson,mag,0,"0.5506 (0.5366, 0.5646)",0.5646,0.5366,0,0.962,0.5506
200,3,50,250,ZL,pearson,mag,0.5,"0.7592 (0.7468, 0.7712)",0.7712,0.7468,0,0.951,0.7592
200,3,50,250,ZL,pearson,mag,0.8,"0.8836 (0.8741, 0.8927)",0.8927,0.8741,0,0.933,0.8836
200,3,50,250,ZL,pearson,mag,0,"0.7306 (0.718, 0.743)",0.743,0.718,0,0.875,0.7306
